date,win_L126_F5_off_ret_rt1.5,win_L126_F5_voltgt10_ret_rt1.5,wdo_L126_F5_off_ret_rt1.5,wdo_L126_F5_voltgt10_ret_rt1.5,comboA_50_50_off_ret_rt1.5,comboB_50_50_voltgt10_ret_rt1.5
2000-06-21,0.0,0.0,0.0,0.0,0.0,0.0
2000-06-23,-0.0,-0.0,0.0,0.0,0.0,0.0
2000-06-26,-0.0,-0.0,0.0,0.0,0.0,0.0
2000-06-27,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2000-06-28,0.0,0.0,-0.0,-0.0,0.0,0.0
2000-06-29,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2000-06-30,0.0,0.0,-0.0,-0.0,0.0,0.0
2000-07-03,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-04,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2000-07-06,0.0,0.0,-0.0,-0.0,0.0,0.0
2000-07-07,0.013683142345597752,0.005384456804417318,0.00011571059357412757,0.0002646965812810001,0.006899426469585941,0.002824576692849159
2000-07-10,-0.00784322339475459,-0.003143339202378482,-0.0015266599299564349,-0.0023615118773901104,-0.004684941662355512,-0.002752425539884296
2000-07-11,-0.03445109373626378,-0.01379538640275644,0.002256545759788844,0.0034983075622171964,-0.01609727398823747,-0.005148539420269623
2000-07-12,0.009563765562043459,0.003825278188056145,-0.0030814914256899854,-0.004769795373238471,0.003241137068176737,-0.00047225859259116286
2000-07-13,-0.03633705568898648,-0.014550401948182452,-0.003518052568880737,-0.005445986329596066,-0.01992755412893361,-0.00999819413888926
2000-07-14,-0.026111266854432408,-0.008584043994548105,0.00010299898461765899,0.0002535727234558686,-0.013004133934907375,-0.004165235635546118
2000-07-17,-0.02941999005788416,-0.009557166280352131,0.007375113431877734,0.011670829781226879,-0.011022438313003213,0.0010568317504373742
2000-07-18,0.0017061433287325115,0.0005501629336566559,0.0008652067589718141,0.0013720916117008904,0.0012856750438521628,0.0009611272726787732
2000-07-19,0.026001798469769657,0.008439488020404274,-0.0037543059802706297,-0.005936024243516264,0.011123746244749513,0.001251731888444005
2000-07-20,-0.015704182111801204,-0.005103346571194648,0.0019566716043648994,0.0030988000314589067,-0.006873755253718153,-0.0010022732698678706
2000-07-21,-0.006176880247118598,-0.0019808515789277435,0.005417055802197091,0.00863242237251366,-0.00037991222246075315,0.0033257853967929587
2000-07-24,-0.0033277446956924213,-0.0010126889529639793,-0.0016048868532837566,-0.002527574481306347,-0.002466315774488089,-0.0017701317171351634
2000-07-25,0.019981527654927573,0.006052823361010454,0.003579793631842372,0.005648553353461879,0.011780660643384972,0.005850688357236167
2000-07-26,-0.0036253458764234302,-0.0011028978953745024,-0.001160331234596851,-0.0018265199846066926,-0.0023928385555101405,-0.0014647089399905976
2000-07-27,0.010643577878878922,0.00322230174980316,0.004698223596594102,0.007412292969100509,0.007670900737736512,0.005317297359451834
2000-07-28,0.02776434156949838,0.009015303655710646,0.0012640060079185586,0.0020980730172527923,0.014514173788708468,0.005556688336481719
2000-07-31,0.0024767990698601034,0.0008097272965613854,0.004828593426738814,0.007668685657589135,0.003652696248299459,0.00423920647707526
2000-08-01,0.01062342302513347,0.0034856830626708336,-0.007091685933414306,-0.011254601126590214,0.001765868545859582,-0.0038844590319596895
2000-08-02,-0.0008772207866350479,-0.0002919816842274071,-0.0016642956197643899,-0.002638690350355251,-0.0012707582031997189,-0.0014653360172913292
2000-08-03,-0.02435182179705425,-0.008002782412949895,-0.008750004527808887,-0.013887160095481924,-0.01655091316243157,-0.01094497125421591
2000-08-04,-0.0019461257090742266,-0.0007319702668652566,0.009048428328326344,0.01381623804674344,0.0035511513096260594,0.006542133889939092
2000-08-07,-0.01342422744543036,-0.004324553165734588,-0.001995905231461525,-0.003026837946276749,-0.007710066338445943,-0.003675695556005668
2000-08-08,0.00712770417274652,0.0022902245131046807,-0.0013769004936838066,-0.002087184460616667,0.002875401839531357,0.0001015200262440067
2000-08-09,0.02138409708828627,0.006878740638521802,0.0026816007894747813,0.004073648638927914,0.012032848938880524,0.005476194638724858
2000-08-10,-0.017607815378008894,-0.005671069132603918,-0.00032210451543253897,-0.00048599684906085037,-0.008964959946720717,-0.003078532990832384
2000-08-11,-0.032815917549747546,-0.012224479908922205,0.00036520375289639397,0.0005734032729619943,-0.01622535689842558,-0.005825538317980105
2000-08-14,-0.023316112365622373,-0.008619491999703471,-0.003106414023172362,-0.004345695732302773,-0.013211263194397367,-0.006482593866003122
2000-08-15,0.004359155999502755,0.0016072149426227882,-0.0015995162251865105,-0.002236523919837953,0.0013798198871581224,-0.00031465448860758244
2000-08-16,0.023872229113744727,0.008817785682200728,-0.0004277955714696897,-0.0005964922081945769,0.011722216771137519,0.004110646737003076
2000-08-17,-0.02086699218947064,-0.007714480565754581,-0.0010902261765755109,-0.0015236818038464584,-0.010978609183023076,-0.00461908118480052
2000-08-18,0.022421452492232975,0.008068064482576208,-0.004110263515134505,-0.006078598478436052,0.009155594488549235,0.0009947330020700785
2000-08-21,0.01394163003448898,0.005074634157588185,-0.0010249515463528738,-0.0015322660895855942,0.006458339244068053,0.0017711840340012958
2000-08-22,-0.007656383872437951,-0.002792486192451487,0.0019989294211277754,0.0029967195782927038,-0.0028287272256550876,0.00010211669292060827
2000-08-23,-0.012532670481719927,-0.004568683475304639,-0.0005970351500381901,-0.0008913588426399572,-0.006564852815879058,-0.0027300211589722976
2000-08-24,0.008562031760130939,0.0031151045803955845,-0.0006455234299651445,-0.0009639816499564138,0.003958254165082897,0.0010755614652195853
2000-08-25,-0.01873112127260126,-0.006678852363626002,-0.0002983828635999786,-0.00038999391422190737,-0.00951475206810062,-0.003534423138923954
2000-08-28,0.010970161362984959,0.0038486912965158596,-0.003168737085697365,-0.005199792880476008,0.003900712138643797,-0.0006755507919800742
2000-08-29,0.006611861418753046,0.002318184194235448,-0.003591565551219848,-0.005894130044924529,0.001510147933766599,-0.0017879729253445407
2000-08-30,-0.00280216094373787,-0.000987744326330892,0.005252031257864213,0.008628160748240894,0.0012249351570631716,0.003820208210955001
2000-08-31,0.004443554754138655,0.001556738494632702,0.0017097457184914167,0.002811285354017163,0.003076650236315036,0.0021840119243249326
2000-09-01,-0.012813041019443392,-0.005008730449851137,0.0010725407891759274,0.0023141544430633253,-0.005870250115133732,-0.0013472880033939057
2000-09-04,-0.0014513753661033232,-0.0005600032551453957,-0.0016848792313505542,-0.003382306879933594,-0.0015681272987269387,-0.001971155067539495
2000-09-05,0.011271029740289188,0.004317964970442917,-0.0017933340791168233,-0.00360039613717211,0.004738847830586182,0.00035878441663540333
2000-09-06,-0.008870697800778897,-0.003404687007084507,0.005101946515047004,0.010265158554058941,-0.0018843756428659462,0.003430235773487217
2000-09-08,0.009524331581255534,0.003648253697440092,-0.0005848323260516727,-0.0011702488904079677,0.004469749627601931,0.001239002403516062
2000-09-11,0.008767724367414822,0.003460225106966251,0.0015720518736779523,0.004178120613679931,0.005169888120546387,0.003819172860323091
2000-09-12,0.02402682004098626,0.00973270505640683,-0.004044493181312461,-0.01013636815547015,0.0099911634298369,-0.0002018315495316599
2000-09-13,-0.006270311083676817,-0.002544242673878834,-0.0018913183613524795,-0.004735461251192148,-0.004080814722514648,-0.0036398519625354905
2000-09-14,0.014131053373559755,0.0057227606947705305,0.0005146699485232947,0.001299589295545041,0.007322861661041525,0.003511174995157786
2000-09-15,0.01288507843776354,0.005217869023771226,-0.006257173813301487,-0.01568653621033058,0.003313952312231027,-0.005234333593279677
2000-09-18,0.03969460400565804,0.02069594410173822,0.005994058196171789,0.0130236425283792,0.02284433110091491,0.01685979331505871
2000-09-19,-0.016681302267867196,-0.008731207052707862,-0.0014430941352808274,-0.0030861114826225542,-0.009062198201574011,-0.005908659267665208
2000-09-20,0.007395322620636066,0.003866874438816864,6.988295215708939e-05,0.00015629544310111126,0.0037326027863965783,0.0020115849409589877
2000-09-21,-0.00362887604961526,-0.0019015318004190424,-0.0019245646204867546,-0.004117933609160403,-0.0027767203350510072,-0.0030097327047897224
2000-09-22,-0.012220347106227061,-0.006397014576950353,0.0037959324545380688,0.008141458478562512,-0.004212207325844496,0.0008722219508060793
2000-09-25,0.002528954926051166,0.0010220996436703291,-0.009867689917034917,-0.019130223416536776,-0.003669367495491875,-0.009054061886433224
2000-09-26,0.004520954648656711,0.0019802189165027215,0.0043081951578900785,0.008422469354207169,0.0044145749032733946,0.005201344135354945
2000-09-27,0.025636565422067954,0.01124402705621495,-0.0011161244631442797,-0.0021751480703971473,0.012260220479461837,0.004534439492908901
2000-09-28,-0.009876052110045412,-0.0043360136485859225,-0.0010596068857374693,-0.0020647283855393024,-0.00546782949789144,-0.003200371017062612
2000-09-29,0.005970466700922425,0.0026161466049074832,-0.0026307880743037873,-0.005134381043283283,0.0016698393133093188,-0.0012591172191878997
2000-10-02,0.023617256090980848,0.010205399540210932,0.0019896827973478665,0.0033934591752772412,0.012803469444164356,0.006799429357744087
2000-10-03,-0.004155924008704195,-0.0018145246556423996,0.0004484024286062689,0.000745540110678725,-0.0018537607900489632,-0.0005344922724818374
2000-10-04,-0.014943195736491542,-0.006516004885994979,0.0013138864696574896,0.0021773277334279566,-0.006814654633417027,-0.002169338576283511
2000-10-05,-0.030011399183673394,-0.013083268824602295,-0.0018719972357929867,-0.003093143633602706,-0.01594169820973319,-0.008088206229102501
2000-10-06,0.026024590412977753,0.011339226865226473,0.0006630387053362439,0.0011006172118598083,0.013343814559156997,0.00621992203854314
2000-10-09,0.006156586030352475,0.0021073249809108498,0.0024018339289437643,0.004297321083382973,0.0042792099796481195,0.0032023230321469114
2000-10-10,0.007411217029328249,0.002653349124351982,-0.0021350520965998476,-0.0037131777580685327,0.002638082466364201,-0.0005299143168582755
2000-10-11,0.014633224968746854,0.005242530046112474,0.002982146319399624,0.005196552821607284,0.008807685644073238,0.005219541433859879
2000-10-13,0.009681026355790285,0.0034671043920570252,0.008292043951593848,0.014441798649986744,0.008986535153692066,0.008954451521021884
2000-10-16,0.00989459334509499,0.003543670850978709,-0.0035555826295062764,-0.006186512442302693,0.0031695053577943566,-0.0013214207956619918
2000-10-17,0.02485607161377397,0.009225525219209482,0.0021799449056846966,0.003614146081050443,0.013518008259729333,0.006419835650129963
2000-10-18,0.030794849251609222,0.011546738009831943,-0.006508243860914224,-0.010501093328826688,0.0121433026953475,0.0005228223405026281
2000-10-19,-0.0288017414447185,-0.010806319594527332,0.004658060795883464,0.007521831215943168,-0.012071840324417518,-0.0016422441892920815
2000-10-20,0.02188679420872834,0.008205569241790498,-0.004031511796194723,-0.006503534916082014,0.00892764120626681,0.0008510171628542424
2000-10-23,0.03769804307267242,0.014135937951193535,-0.006141966161779559,-0.009909904431798228,0.01577803845544643,0.002113016759697654
2000-10-24,0.014102094720718883,0.0046420998884247194,0.0028188059727152783,0.004197101053316563,0.00846045034671708,0.004419600470870641
2000-10-25,0.010310334326503984,0.0034656805289080563,0.015498098105520126,0.02268205601901761,0.012904216216012055,0.013073868273962832
2000-10-26,-0.0402344223647483,-0.01354284791836451,0.0026477816025049007,0.0038773245241789864,-0.018793320381121702,-0.004832761697092762
2000-10-27,-0.03237493347857092,-0.010898096038003671,-0.005531581196691277,-0.008092086595124205,-0.0189532573376311,-0.009495091316563939
2000-10-30,-0.01294496056396102,-0.004359826419523682,-0.0032685730907380194,-0.004780474792169076,-0.00810676682734952,-0.0045701506058463785
2000-10-31,0.002061877486497136,0.0004515087632229636,-0.005408226777299542,-0.006748148079291525,-0.001673174645401203,-0.0031483196580342804
2000-11-01,0.005711478718926872,0.0015597728391675697,0.00011456554313423301,0.00014524905033812336,0.0029130221310305526,0.0008525109447528465
2000-11-03,0.01797388671962683,0.004917476843485843,0.009430390009244288,0.011837549853773678,0.013702138364435557,0.00837751334862976
2000-11-06,-0.017773621225304202,-0.00487093914823803,0.008766824951027817,0.011004708671381164,-0.004503398137138193,0.0030668847615715677
2000-11-07,-0.010752808705686007,-0.002948493710984249,0.005343403523809272,0.006707968941088676,-0.002704702590938367,0.0018797376150522134
2000-11-08,0.02135902613381939,0.006256312933915905,-0.004086625562892175,-0.0044684581847303576,0.008636200285463608,0.0008939273745927738
2000-11-09,0.00960603593262634,0.002858870776735766,0.008869111597995933,0.009731175836181254,0.009237573765311136,0.00629502330645851
2000-11-10,-0.006423033002321303,-0.0019182645412854538,-0.006306284350181763,-0.006918295921330209,-0.006364658676251533,-0.0044182802313078315
2000-11-13,0.017966159640171096,0.00535043422239943,0.00030495786638596293,0.0003351352868373634,0.009135558753278528,0.002842784754618397
2000-11-14,-0.011089230333585068,-0.003308928974915535,-0.007409285882424239,-0.00812843850490927,-0.009249258108004654,-0.005718683739912403
2000-11-16,0.0038889552603655043,0.00100643498429655,0.0018048957447599808,0.001771069514097465,0.002846925502562743,0.0013887522491970075
2000-11-17,0.012125695500345033,0.0034799867997392406,0.00594947563151347,0.00584673126896907,0.009037585565929252,0.0046633590343541555
2000-11-20,-0.011757580567917827,-0.0033823616645749306,-0.01280418358019126,-0.012583372726552314,-0.012280882074054544,-0.007982867195563622
2000-11-21,-0.01898604118226606,-0.00545930519001298,-0.014046145374888859,-0.0138039070647499,-0.01651609327857746,-0.00963160612738144
2000-11-22,0.014599399090909076,0.004190752608724436,0.011266744065990071,0.011072261343566113,0.012933071578449574,0.0076315069761452746
2000-11-23,0.018489896864042166,0.006565836469547429,-0.004514793373567927,-0.0035754971523134574,0.00698755174523712,0.0014951696586169858
2000-11-24,-0.0009395211111997773,-0.00034234202736878945,-0.007224368195995597,-0.005668889572227462,-0.004081944653597687,-0.0030056157997981254
2000-11-27,0.023476560000000014,0.00845940370868663,-0.00021520769813106725,-0.0001700659682622299,0.011630676150934473,0.0041446688702122
2000-11-28,0.007307886885045238,0.002630763600592152,-0.010227878380686846,-0.008025202101147589,-0.0014599957478208037,-0.002697219250277718
2000-11-29,0.009652043139900212,0.0034758077838437013,0.00884077107105764,0.0069345266328337965,0.009246407105478926,0.005205167208338749
2000-11-30,0.03678168001367652,0.017300235976039743,-0.0012166846482653214,-0.0010037049406754293,0.017782497682705595,0.008148265517682156
2000-12-01,-0.010693154360223169,-0.005056406840093541,0.00980128588891164,0.007832623894901058,-0.000445934235655764,0.0013881085274037588
2000-12-04,-0.004837024574469231,-0.002288904903223484,0.0022723009702939547,0.0018150110777248674,-0.0012823618020876384,-0.0002369469127493083
2000-12-05,-0.049145196928201414,-0.023228152716075572,-0.010383564667533214,-0.008300309924755113,-0.029764380797867317,-0.015764231320415344
2000-12-06,0.017306709928077892,0.008175826987523999,0.0001004333598280226,7.912522973605796e-05,0.008703571643952957,0.004127476108630028
2000-12-07,-0.03648575385545261,-0.012195340094964688,0.0015788551941743956,0.0012308066857062816,-0.01745344933063911,-0.005482266704629203
2000-12-08,-0.035573695641177724,-0.01179279713455521,-0.0005099610415769995,-0.0004087818537077618,-0.018041828341377363,-0.006100789494131486
2000-12-11,-0.013087467415261178,-0.004340953511270389,-0.0027429682634006664,-0.0021937269817580898,-0.007915217839330923,-0.003267340246514239
2000-12-12,0.019161655680048115,0.006346273349539097,0.001066608623507596,0.0008514426163351322,0.010114132151777856,0.003598857982937115
2000-12-13,-0.025234499711717175,-0.008366430094126288,-0.003050278233789278,-0.002439373941197148,-0.014142388972753227,-0.005402902017661718
2000-12-14,0.0025364200024290975,0.0005908289171967837,0.00010746216854129563,7.142305507399286e-05,0.0013219410854851965,0.0003311259861353883
2000-12-15,0.018353696199900755,0.005085448204899236,0.001837764312624519,0.0015853202458936994,0.010095730256262637,0.003335384225396468
2000-12-18,-0.005745408342292881,-0.0015973620737163078,-0.00741821904985008,-0.006403158257169205,-0.0065818136960714806,-0.004000260165442757
2000-12-19,-0.01618153564154538,-0.004491355859347502,0.0005151234465539281,0.00044380046219212046,-0.007833206097495726,-0.0020237776985776905
2000-12-20,0.04714123621506814,0.013068386656931245,-0.0001933257112983722,-0.00016763439528185234,0.023473955251884882,0.006450376130824696
2000-12-21,0.008426157076616437,0.0020058660447152847,0.00048466127731587816,0.0005992153131675847,0.004455409176966158,0.0013025406789414346
2000-12-22,-0.009560260686955296,-0.0024122895762451074,-0.0030961078612017183,-0.0036489351033393066,-0.006328184274078507,-0.003030612339792207
2000-12-26,-0.009185924045474131,-0.002318002597680447,0.0024334740916371633,0.002869810030981904,-0.0033762249769184838,0.0002759037166507285
2000-12-27,-0.025854701531405424,-0.0065164926501007645,0.0011988070887589172,0.0014142787473941027,-0.012327947221323254,-0.0025511069513533308
2000-12-28,-0.004233223419126681,-0.001070528730452572,-0.0030881930890404286,-0.0036396044915578537,-0.0036607082540835545,-0.002355066611005213
2001-01-02,-0.010454649896829038,-0.002813857358084317,-0.009173215583879513,-0.0141655343460669,-0.009813932740354275,-0.008489695852075608
2001-01-03,-0.07553706498263477,-0.019500266362056373,0.0016201422211540902,0.0025202578602297344,-0.03695846138074033,-0.00849000425091332
2001-01-04,-0.004005783357345065,-0.0010381273712259539,-0.003702698666994669,-0.005749443533439557,-0.0038542410121698667,-0.0033937854523327553
2001-01-05,0.016465199687299235,0.004245409085298779,0.006201241561625662,0.00963757066301973,0.011333220624462449,0.006941489874159254
2001-01-08,-0.008689839014538273,-0.0022470765836403524,0.0016992358408836228,0.002643139725581743,-0.0034953015868273247,0.00019803157097069525
2001-01-09,-0.02457417532665146,-0.006192584569682527,-0.004756032453087755,-0.008366467353153976,-0.014665103889869607,-0.007279525961418251
2001-01-10,0.00392842714689644,0.0009669064485588364,-0.0009659278562049827,-0.0017195254249566575,0.001481249645345729,-0.0003763094881989105
2001-01-11,-0.005635984831845783,-0.001397661669034655,0.001401601483930502,0.0025060950831286813,-0.00211719167395764,0.000554216707047013
2001-01-12,0.010790230375939886,0.0026633203191300946,0.0019617886342489467,0.003505929919649035,0.006376009505094416,0.0030846251193895648
2001-01-15,-0.006137205739720126,-0.0015215763416005258,-0.0020415643927068545,-0.003639346113484255,-0.0040893850662134905,-0.0025804612275423904
2001-01-16,0.014685710110913708,0.003860972461437229,0.001613203407670495,0.0029376162692169605,0.0081494567592921,0.0033992943653270947
2001-01-17,-0.027549661010192426,-0.007460214798319756,-0.0011097291825505897,-0.0019363202298203275,-0.014329695096371508,-0.0046982675140700425
2001-01-18,-0.018640145263551542,-0.005048941266434164,0.0009945212221976845,0.001743411222115796,-0.008822812020676928,-0.001652765022159184
2001-01-19,4.227640317341728e-05,7.273926123771042e-06,0.0009923712793610355,0.0017396515876834918,0.0005173238412672263,0.0008734627569036313
2001-01-22,0.008427474767337625,0.002276646072723613,0.0005851431227757835,0.0010275261426702206,0.004506308945056704,0.0016520861076969168
2001-01-23,-0.024894762326192654,-0.007790442661572694,0.000280914907124351,0.0006860149583913233,-0.012306923709534151,-0.003552213851590685
2001-01-24,0.0039196532647567785,0.001205695101349411,0.0001262919822728155,0.0002487660330376694,0.002022972623514797,0.0007272305671935401
2001-01-26,-0.006030193887334812,-0.0018649315558782109,0.007064977092474846,0.013625091456737976,0.0005173916025700174,0.005880079950429882
2001-01-29,0.0008875573577537283,0.00026995866469900953,0.0003254806010973334,0.0006327597932065278,0.0006065189794255308,0.0004513592289527687
2001-01-30,0.00949886039359012,0.0029274966400181473,-0.0023101216249169316,-0.00444812693139211,0.0035943693843365943,-0.0007603151456869815
2001-01-31,0.0032216285146017226,0.0008744356429002309,-0.0006425354596614688,-0.0010307989577111349,0.0012895465274701267,-7.818165740545198e-05
2001-02-01,0.036424017700932065,0.011106005200379432,0.0010741309109132252,0.0019353598299335273,0.018749074305922642,0.00652068251515648
2001-02-02,0.007827168098228404,0.0023834548646335767,0.009530231551806708,0.017135610870188094,0.008678699825017556,0.009759532867410835
