date,instrument,tf,mechanic,direction,entry_time,entry_price,exit_time,exit_price,exit_reason,stop_price,target_price,or_high,or_low,or_width,is_roll,tercile,year,pnl_pts,pnl_pct,pnl_rs_gross,pnl_liq_pts_05tick,pnl_liq_pct_05tick,pnl_liq_rs_05tick,pnl_liq_pts_1tick,pnl_liq_pct_1tick,pnl_liq_rs_1tick,pnl_liq_pts_2tick,pnl_liq_pct_2tick,pnl_liq_rs_2tick
2021-07-19,WIN,M15,C1,long,2021-07-19 09:45:00,124560.0,2021-07-19 10:00:00,124725.0,tp,124250.0,124725.0,124945.0,124505.0,440.0,True,1,2021,165.0,0.0013246628131021194,33.0,160.0,0.0012845215157353885,32.0,155.0,0.0012443802183686576,31.0,145.0,0.0011640976236351958,29.0
2021-07-20,WIN,M15,C1,long,2021-07-20 11:30:00,125445.0,2021-07-20 13:00:00,125020.0,time,123905.0,125500.0,125805.0,125195.0,610.0,False,1,2021,-425.0,-0.003387938937382917,-85.0,-430.0,-0.003427797042528598,-86.0,-435.0,-0.0034676551476742795,-87.0,-445.0,-0.0035473713579656425,-89.0
2021-07-21,WIN,M15,C1,short,2021-07-21 09:45:00,125835.0,2021-07-21 09:45:00,125707.5,tp,126130.0,125707.5,125885.0,125530.0,355.0,False,1,2021,127.5,0.0010132316128263201,25.5,122.5,0.0009734970397743076,24.5,117.5,0.000933762466722295,23.5,107.5,0.00085429332061827,21.5
2021-07-27,WIN,M15,C1,long,2021-07-27 10:00:00,125605.0,2021-07-27 10:00:00,125440.0,stop,125440.0,125745.0,125955.0,125535.0,420.0,False,1,2021,-165.0,-0.0013136419728513992,-33.0,-170.0,-0.0013534493053620478,-34.0,-175.0,-0.0013932566378726961,-35.0,-185.0,-0.001472871302893993,-37.0
2021-07-28,WIN,M15,C1,short,2021-07-28 10:00:00,125590.0,2021-07-28 10:15:00,125815.0,stop,125815.0,125465.0,125685.0,125245.0,440.0,False,1,2021,-225.0,-0.0017915439127319055,-45.0,-230.0,-0.0018313559996815034,-46.0,-235.0,-0.0018711680866311013,-47.0,-245.0,-0.001950792260530297,-49.0
2021-07-29,WIN,M15,C1,short,2021-07-29 09:45:00,126780.0,2021-07-29 09:45:00,126652.5,tp,127145.0,126652.5,126930.0,126375.0,555.0,False,1,2021,127.5,0.0010056791292001894,25.5,122.5,0.0009662407319766525,24.5,117.5,0.0009268023347531156,23.5,107.5,0.000847925540306042,21.5
2021-07-30,WIN,M15,C1,short,2021-07-30 10:00:00,124775.0,2021-07-30 10:00:00,124680.0,tp,125125.0,124680.0,125000.0,124360.0,640.0,False,1,2021,95.0,0.0007613704668403125,19.0,90.0,0.000721298337006612,18.0,85.0,0.0006812262071729113,17.0,75.0,0.0006010819475055099,15.0
2021-08-05,WIN,M15,C1,long,2021-08-05 10:45:00,123550.0,2021-08-05 10:45:00,123430.0,tp,123005.0,123430.0,123645.0,123215.0,430.0,False,1,2021,-120.0,-0.000971266693646297,-24.0,-125.0,-0.0010117361392148927,-25.0,-130.0,-0.0010522055847834884,-26.0,-140.0,-0.0011331444759206798,-28.0
2021-08-06,WIN,M15,C1,short,2021-08-06 10:00:00,121865.0,2021-08-06 10:00:00,122100.0,stop,122100.0,121500.0,121900.0,121100.0,800.0,False,1,2021,-235.0,-0.0019283633528904935,-47.0,-240.0,-0.001969392360398802,-48.0,-245.0,-0.0020104213679071102,-49.0,-255.0,-0.002092479382923727,-51.0
2021-08-10,WIN,M15,C1,short,2021-08-10 10:30:00,123310.0,2021-08-10 10:30:00,123270.0,tp,123655.0,123270.0,123435.0,123105.0,330.0,False,1,2021,40.0,0.00032438569459086855,8.0,35.0,0.00028383748276700996,7.0,30.0,0.0002432892709431514,6.0,20.0,0.00016219284729543428,4.0
